airport_code,airport,date,month,day_of_week,scheduled_arrivals,completed_arrivals,mean_arrival_delay_min,median_arrival_delay_min,p90_arrival_delay_min,maximum_arrival_delay_min,percent_arriving_15plus_min_late,mean_departure_delay_min,mean_taxi_in_min,cancellation_percent,diversion_percent,carrier_delay_min_per_scheduled_arrival,weather_delay_min_per_scheduled_arrival,nas_delay_min_per_scheduled_arrival,security_delay_min_per_scheduled_arrival,late_aircraft_delay_min_per_scheduled_arrival
ATL,Atlanta,2025-03-16,March,Sunday,1010.0,968.0,49.11363636363637,19.5,154.30000000000007,995.0,54.75206611570248,48.135330578512395,10.400826446280991,4.0594059405940595,0.09900990099009901,10.94059405940594,2.0396039603960396,9.05940594059406,0.0,26.565346534653465
ATL,Atlanta,2025-03-17,March,Monday,1020.0,996.0,5.708835341365462,-7.0,43.5,408.0,21.586345381526105,15.375502008032129,9.699799196787149,2.3529411764705883,0.0,6.488235294117647,0.04019607843137255,0.9098039215686274,0.0,6.614705882352941
ATL,Atlanta,2025-03-18,March,Tuesday,961.0,958.0,-7.81419624217119,-15.5,14.0,1160.0,9.916492693110648,4.132567849686848,8.698329853862212,0.31217481789802287,0.0,3.110301768990635,0.37669094693028093,0.6160249739854319,0.0,2.7429760665972944
ATL,Atlanta,2025-03-19,March,Wednesday,962.0,955.0,-3.5235602094240837,-13.0,14.0,895.0,9.528795811518325,5.929842931937173,9.049214659685864,0.6237006237006237,0.10395010395010396,3.231808731808732,2.191268191268191,0.6652806652806653,0.0,2.455301455301455
ATL,Atlanta,2025-03-20,March,Thursday,1028.0,1025.0,2.033170731707317,-7.0,22.0,843.0,14.634146341463413,8.861463414634146,8.28780487804878,0.19455252918287938,0.09727626459143969,4.536964980544747,0.18385214007782102,0.8511673151750972,0.0,4.1449416342412455
ATL,Atlanta,2025-03-21,March,Friday,1027.0,1026.0,-0.8879142300194932,-11.0,25.5,841.0,14.912280701754385,9.810916179337232,8.68421052631579,0.09737098344693282,0.0,4.259980525803311,0.05258033106134372,0.5929892891918208,0.0,4.923076923076923
ATL,Atlanta,2025-03-22,March,Saturday,871.0,870.0,-4.771264367816092,-12.0,14.0,577.0,9.310344827586208,4.519540229885058,8.316091954022989,0.1148105625717566,0.0,3.9322617680826637,0.060849598163030996,0.687715269804822,0.0,2.008036739380023
ATL,Atlanta,2025-03-23,March,Sunday,1015.0,1015.0,1.2817733990147784,-8.0,29.0,916.0,16.25615763546798,8.552709359605911,8.995073891625616,0.0,0.0,4.828571428571428,0.08275862068965517,1.0453201970443349,0.01083743842364532,4.0285714285714285
ATL,Atlanta,2025-03-24,March,Monday,1021.0,1020.0,11.765686274509804,-1.0,41.10000000000002,837.0,24.901960784313726,15.254901960784315,8.678431372549019,0.0,0.0979431929480901,6.009794319294809,1.535749265426053,1.9539666993143976,0.02840352595494613,7.131243878550441
ATL,Atlanta,2025-03-25,March,Tuesday,963.0,961.0,-7.08636836628512,-14.0,11.0,510.0,8.844953173777315,2.27471383975026,7.969823100936525,0.20768431983385255,0.0,3.4880581516095535,0.49428868120456904,0.6884735202492211,0.0,1.6334371754932502
ATL,Atlanta,2025-03-26,March,Wednesday,962.0,962.0,-7.721413721413722,-13.0,8.0,778.0,5.613305613305614,1.1715176715176716,8.518711018711018,0.0,0.0,2.9771309771309773,0.0446985446985447,0.29521829521829523,0.0,1.0904365904365905
ATL,Atlanta,2025-03-27,March,Thursday,1028.0,1028.0,-4.785992217898833,-12.0,11.300000000000068,635.0,8.754863813229571,4.522373540856031,9.29182879377432,0.0,0.0,4.102140077821011,0.07587548638132295,0.36770428015564205,0.026264591439688716,2.1011673151750974
ATL,Atlanta,2025-03-28,March,Friday,1028.0,1028.0,-4.81420233463035,-12.0,14.300000000000068,687.0,10.019455252918288,4.0505836575875485,9.65466926070039,0.0,0.0,4.1400778210116735,0.11381322957198443,0.5476653696498055,0.058365758754863814,1.9299610894941635
ATL,Atlanta,2025-03-29,March,Saturday,871.0,871.0,-3.819747416762342,-12.0,16.0,441.0,11.021814006888633,2.6337543053960966,9.959816303099885,0.0,0.0,3.912743972445465,0.07807118254879448,1.1446613088404134,0.0,1.82548794489093
ATL,Atlanta,2025-03-30,March,Sunday,1015.0,998.0,17.690380761523045,-5.0,72.60000000000014,701.0,24.549098196392784,19.945891783567134,10.37875751503006,1.5763546798029555,0.09852216748768472,6.831527093596059,1.5852216748768473,5.5064039408867,0.0,10.13103448275862
ATL,Atlanta,2025-03-31,March,Monday,1017.0,943.0,72.5355249204666,29.0,219.80000000000007,1167.0,59.490986214209975,68.40721102863202,11.392364793213149,6.489675516224189,0.7866273352999017,10.841691248770895,6.587020648967552,17.666666666666668,0.0,34.150442477876105
ATL,Atlanta,2025-04-01,April,Tuesday,963.0,929.0,5.984930032292788,-11.0,43.0,567.0,19.69860064585576,15.978471474703984,8.715823466092573,3.5306334371754935,0.0,7.930425752855659,0.32398753894080995,1.2866043613707165,0.0,5.975077881619938
ATL,Atlanta,2025-04-02,April,Wednesday,964.0,952.0,8.293067226890756,-8.0,44.0,879.0,21.95378151260504,10.660714285714286,9.26155462184874,0.9336099585062241,0.3112033195020747,5.227178423236515,0.808091286307054,4.016597510373444,0.0,6.517634854771784
ATL,Atlanta,2025-04-03,April,Thursday,1019.0,1007.0,15.060575968222443,-3.0,58.0,985.0,27.507447864945384,18.517378351539225,9.275074478649454,1.0794896957801767,0.09813542688910697,8.685966633954857,0.6329735034347399,2.6702649656526005,0.0,8.644749754661433
ATL,Atlanta,2025-04-04,April,Friday,1016.0,1012.0,9.698616600790514,-4.0,48.0,1138.0,25.197628458498023,11.447628458498023,9.15810276679842,0.2952755905511811,0.09842519685039369,4.878937007874016,0.44586614173228345,4.100393700787402,0.03543307086614173,6.977362204724409
ATL,Atlanta,2025-04-05,April,Saturday,872.0,868.0,10.503456221198157,-6.0,60.0,1023.0,26.72811059907834,11.928571428571429,9.7073732718894,0.34403669724770647,0.11467889908256881,6.118119266055046,1.3795871559633028,4.452981651376147,0.014908256880733946,6.4610091743119265
ATL,Atlanta,2025-04-06,April,Sunday,1006.0,885.0,72.00338983050847,29.0,214.80000000000007,1101.0,56.836158192090394,60.26327683615819,12.819209039548022,6.958250497017893,5.069582504970179,10.319085487077535,4.668986083499006,18.996023856858848,0.0,31.234592445328033
ATL,Atlanta,2025-04-07,April,Monday,1010.0,959.0,38.87486965589155,18.0,109.0,657.0,53.284671532846716,35.90510948905109,10.97080291970803,5.0495049504950495,0.0,9.85049504950495,0.4801980198019802,5.074257425742574,0.0,21.896039603960396
ATL,Atlanta,2025-04-08,April,Tuesday,927.0,924.0,4.766233766233766,-9.0,47.700000000000045,387.0,19.913419913419915,11.892857142857142,9.00108225108225,0.3236245954692557,0.0,3.925566343042071,0.30528586839266453,1.3905070118662353,0.0,8.776699029126213
ATL,Atlanta,2025-04-09,April,Wednesday,926.0,924.0,-5.678571428571429,-12.0,9.0,587.0,7.683982683982683,2.844155844155844,9.231601731601732,0.10799136069114472,0.10799136069114472,3.178185745140389,0.0010799136069114472,0.4481641468682505,0.0,2.422246220302376
ATL,Atlanta,2025-04-10,April,Thursday,988.0,932.0,14.513948497854077,-7.0,79.79999999999995,707.0,23.17596566523605,17.46137339055794,9.490343347639485,0.4048582995951417,5.263157894736842,5.648785425101215,2.0091093117408905,8.01417004048583,0.0,5.3896761133603235
