storm_id,storm_name,observation_time,status,record_identifier,latitude,longitude,maximum_sustained_wind_knots,minimum_central_pressure_mb
AL012020,Arthur,2020-05-16 18:00:00,TD,,28.0,-78.7,30,1008
AL012020,Arthur,2020-05-17 00:00:00,TS,,28.9,-78.0,35,1006
AL012020,Arthur,2020-05-17 06:00:00,TS,,29.6,-77.6,35,1004
AL012020,Arthur,2020-05-17 12:00:00,TS,,30.3,-77.5,35,1003
AL012020,Arthur,2020-05-17 18:00:00,TS,,31.0,-77.3,40,1003
AL012020,Arthur,2020-05-18 00:00:00,TS,,31.9,-77.0,40,1003
AL012020,Arthur,2020-05-18 06:00:00,TS,,33.1,-76.7,40,1002
AL012020,Arthur,2020-05-18 12:00:00,TS,,34.4,-75.9,45,1000
AL012020,Arthur,2020-05-18 18:00:00,TS,,35.5,-74.7,45,993
AL012020,Arthur,2020-05-19 00:00:00,TS,,36.2,-73.1,50,991
AL012020,Arthur,2020-05-19 06:00:00,TS,,36.8,-71.4,50,990
AL022020,Bertha,2020-05-27 06:00:00,TS,,31.5,-78.8,40,1006
AL022020,Bertha,2020-05-27 12:00:00,TS,,32.6,-79.5,45,1005
AL022020,Bertha,2020-05-27 13:30:00,TS,L,32.9,-79.7,45,1005
AL022020,Bertha,2020-05-27 18:00:00,TD,,33.7,-80.1,30,1007
AL022020,Bertha,2020-05-28 00:00:00,TD,,34.9,-80.7,25,1008
AL032020,Cristobal,2020-06-01 18:00:00,TD,,19.4,-90.9,25,1006
AL032020,Cristobal,2020-06-02 00:00:00,TD,,19.6,-91.6,25,1005
AL032020,Cristobal,2020-06-02 06:00:00,TD,,19.6,-92.1,30,1005
AL032020,Cristobal,2020-06-02 12:00:00,TS,,19.5,-92.5,35,1004
AL032020,Cristobal,2020-06-02 18:00:00,TS,,19.2,-92.6,40,1001
AL032020,Cristobal,2020-06-03 00:00:00,TS,,19.0,-92.5,45,996
AL032020,Cristobal,2020-06-03 06:00:00,TS,,18.9,-92.3,50,994
AL032020,Cristobal,2020-06-03 12:00:00,TS,,18.8,-92.2,50,993
AL032020,Cristobal,2020-06-03 13:00:00,TS,L,18.7,-92.1,50,993
AL032020,Cristobal,2020-06-03 18:00:00,TS,,18.5,-91.9,45,994
AL032020,Cristobal,2020-06-04 00:00:00,TS,,18.2,-91.7,40,995
AL032020,Cristobal,2020-06-04 06:00:00,TS,,17.9,-91.5,35,997
AL032020,Cristobal,2020-06-04 12:00:00,TD,,17.7,-91.2,30,999
AL032020,Cristobal,2020-06-04 18:00:00,TD,,17.6,-90.8,30,999
AL032020,Cristobal,2020-06-05 00:00:00,TD,,17.9,-90.4,30,999
AL032020,Cristobal,2020-06-05 06:00:00,TS,,18.6,-90.1,35,998
AL032020,Cristobal,2020-06-05 12:00:00,TS,,19.6,-89.9,40,997
AL032020,Cristobal,2020-06-05 18:00:00,TS,,20.8,-89.9,45,997
AL032020,Cristobal,2020-06-06 00:00:00,TS,,22.0,-90.0,50,996
AL032020,Cristobal,2020-06-06 06:00:00,TS,,23.0,-90.1,50,994
AL032020,Cristobal,2020-06-06 12:00:00,TS,,23.9,-90.2,45,992
AL032020,Cristobal,2020-06-06 18:00:00,TS,,24.8,-90.2,45,992
AL032020,Cristobal,2020-06-07 00:00:00,TS,,25.8,-90.1,45,992
AL032020,Cristobal,2020-06-07 06:00:00,TS,,26.9,-90.0,45,992
AL032020,Cristobal,2020-06-07 12:00:00,TS,,28.0,-89.9,45,991
AL032020,Cristobal,2020-06-07 18:00:00,TS,,29.0,-89.8,45,990
AL032020,Cristobal,2020-06-07 22:00:00,TS,L,29.3,-89.8,45,990
AL032020,Cristobal,2020-06-08 00:00:00,TS,,29.8,-89.9,45,990
AL032020,Cristobal,2020-06-08 06:00:00,TS,,30.6,-90.6,35,991
AL032020,Cristobal,2020-06-08 12:00:00,TD,,31.7,-91.5,30,993
AL032020,Cristobal,2020-06-08 18:00:00,TD,,32.9,-92.0,30,994
AL032020,Cristobal,2020-06-09 00:00:00,TD,,34.2,-92.1,25,994
AL032020,Cristobal,2020-06-09 06:00:00,TD,,35.8,-92.2,25,993
AL032020,Cristobal,2020-06-09 12:00:00,TD,,38.0,-92.1,25,991
AL032020,Cristobal,2020-06-09 18:00:00,TD,,40.3,-91.7,30,988
AL042020,Dolly,2020-06-22 12:00:00,SD,,38.4,-66.9,30,1009
AL042020,Dolly,2020-06-22 18:00:00,SD,,38.1,-66.2,30,1008
AL042020,Dolly,2020-06-23 00:00:00,SD,,38.5,-65.1,30,1007
AL042020,Dolly,2020-06-23 06:00:00,SS,,39.0,-63.9,35,1003
AL042020,Dolly,2020-06-23 12:00:00,TS,,39.4,-62.7,40,1000
AL042020,Dolly,2020-06-23 18:00:00,TS,,39.8,-61.6,40,1000
AL042020,Dolly,2020-06-24 00:00:00,TS,,40.2,-60.6,35,1002
AL052020,Edouard,2020-07-04 12:00:00,TD,,30.9,-69.4,30,1009
AL052020,Edouard,2020-07-04 18:00:00,TD,,31.5,-68.0,30,1007
AL052020,Edouard,2020-07-05 00:00:00,TD,,32.1,-67.0,30,1007
AL052020,Edouard,2020-07-05 06:00:00,TD,,32.9,-65.8,30,1007
AL052020,Edouard,2020-07-05 12:00:00,TD,,33.8,-64.2,30,1007
AL052020,Edouard,2020-07-05 18:00:00,TD,,35.0,-61.9,30,1007
AL052020,Edouard,2020-07-06 00:00:00,TS,,36.4,-58.5,35,1006
AL052020,Edouard,2020-07-06 06:00:00,TS,,38.1,-55.3,35,1006
AL052020,Edouard,2020-07-06 12:00:00,TS,,39.9,-51.7,40,1006
AL052020,Edouard,2020-07-06 18:00:00,TS,,41.7,-47.8,40,1005
AL062020,Fay,2020-07-09 18:00:00,TS,,35.4,-74.9,40,1006
AL062020,Fay,2020-07-10 00:00:00,TS,,36.0,-74.8,40,1005
AL062020,Fay,2020-07-10 06:00:00,TS,,36.8,-74.8,45,1004
AL062020,Fay,2020-07-10 12:00:00,TS,,37.7,-74.7,50,998
AL062020,Fay,2020-07-10 18:00:00,TS,,38.9,-74.4,50,998
AL062020,Fay,2020-07-10 20:00:00,TS,L,39.4,-74.4,45,999
AL062020,Fay,2020-07-11 00:00:00,TS,,40.2,-74.3,35,1000
AL072020,Gonzalo,2020-07-21 18:00:00,TD,,9.7,-40.0,30,1008
AL072020,Gonzalo,2020-07-22 00:00:00,TD,,9.8,-40.9,30,1008
AL072020,Gonzalo,2020-07-22 06:00:00,TS,,9.8,-41.9,35,1006
AL072020,Gonzalo,2020-07-22 12:00:00,TS,,9.9,-43.0,40,1003
AL072020,Gonzalo,2020-07-22 18:00:00,TS,,9.9,-44.2,45,1000
AL072020,Gonzalo,2020-07-23 00:00:00,TS,,9.9,-45.4,50,998
AL082020,Hanna,2020-07-23 00:00:00,TD,,25.7,-88.3,25,1009
AL072020,Gonzalo,2020-07-23 06:00:00,TS,,9.7,-46.6,55,997
AL082020,Hanna,2020-07-23 06:00:00,TD,,25.8,-89.0,25,1009
AL072020,Gonzalo,2020-07-23 12:00:00,TS,,9.7,-47.6,55,997
AL082020,Hanna,2020-07-23 12:00:00,TD,,25.9,-89.7,30,1009
AL072020,Gonzalo,2020-07-23 18:00:00,TS,,9.7,-48.8,50,1000
AL082020,Hanna,2020-07-23 18:00:00,TD,,26.0,-90.4,30,1006
AL072020,Gonzalo,2020-07-24 00:00:00,TS,,9.8,-50.2,50,1000
AL082020,Hanna,2020-07-24 00:00:00,TS,,26.2,-91.1,35,1002
AL072020,Gonzalo,2020-07-24 06:00:00,TS,,9.9,-51.6,50,1001
AL082020,Hanna,2020-07-24 06:00:00,TS,,26.6,-92.0,40,1001
AL072020,Gonzalo,2020-07-24 12:00:00,TS,,9.9,-53.3,45,1003
AL082020,Hanna,2020-07-24 12:00:00,TS,,27.1,-92.8,45,1000
AL072020,Gonzalo,2020-07-24 18:00:00,TS,,9.9,-54.8,35,1008
AL082020,Hanna,2020-07-24 18:00:00,TS,,27.2,-93.7,50,997
AL072020,Gonzalo,2020-07-25 00:00:00,TS,,10.0,-56.3,35,1008
AL082020,Hanna,2020-07-25 00:00:00,TS,,27.1,-94.5,55,993
AL072020,Gonzalo,2020-07-25 06:00:00,TS,,10.1,-57.9,35,1008
AL082020,Hanna,2020-07-25 06:00:00,TS,,27.1,-95.3,60,988
AL072020,Gonzalo,2020-07-25 12:00:00,TS,,10.3,-59.8,35,1008
AL082020,Hanna,2020-07-25 12:00:00,HU,,27.1,-96.0,70,981
AL072020,Gonzalo,2020-07-25 15:30:00,TD,L,10.5,-61.0,30,1009
AL072020,Gonzalo,2020-07-25 18:00:00,TD,,10.8,-62.1,30,1009
AL082020,Hanna,2020-07-25 18:00:00,HU,,26.9,-96.8,80,973
AL082020,Hanna,2020-07-25 22:00:00,HU,L,26.8,-97.3,80,973
AL082020,Hanna,2020-07-25 23:15:00,HU,L,26.7,-97.5,80,974
AL082020,Hanna,2020-07-26 00:00:00,HU,,26.7,-97.6,75,976
AL082020,Hanna,2020-07-26 06:00:00,TS,,26.5,-98.5,55,987
AL082020,Hanna,2020-07-26 12:00:00,TS,,26.2,-99.3,40,996
AL082020,Hanna,2020-07-26 18:00:00,TD,,25.8,-100.3,30,1000
AL092020,Isaias,2020-07-30 00:00:00,TS,,15.8,-65.7,45,1004
AL092020,Isaias,2020-07-30 06:00:00,TS,,16.7,-67.2,50,1003
AL092020,Isaias,2020-07-30 12:00:00,TS,,17.7,-68.5,55,1002
AL092020,Isaias,2020-07-30 16:15:00,TS,L,18.4,-69.3,55,1002
AL092020,Isaias,2020-07-30 18:00:00,TS,,18.9,-69.8,60,999
AL092020,Isaias,2020-07-31 00:00:00,HU,,19.9,-71.2,65,996
AL092020,Isaias,2020-07-31 06:00:00,HU,,20.5,-72.7,70,990
AL092020,Isaias,2020-07-31 09:00:00,HU,L,20.9,-73.4,70,990
AL092020,Isaias,2020-07-31 12:00:00,HU,,21.3,-74.0,65,992
AL092020,Isaias,2020-07-31 18:00:00,HU,,22.1,-75.1,70,990
AL102020,Ten,2020-07-31 18:00:00,TD,,15.5,-19.7,30,1008
AL092020,Isaias,2020-08-01 00:00:00,HU,,22.9,-75.9,75,987
AL102020,Ten,2020-08-01 00:00:00,TD,,16.5,-20.3,30,1008
AL092020,Isaias,2020-08-01 06:00:00,HU,,23.6,-76.7,75,987
AL102020,Ten,2020-08-01 06:00:00,TD,,17.4,-21.0,30,1008
AL092020,Isaias,2020-08-01 12:00:00,HU,,24.3,-77.5,70,987
AL102020,Ten,2020-08-01 12:00:00,TD,,18.3,-21.8,25,1009
AL092020,Isaias,2020-08-01 13:00:00,HU,L,24.4,-77.7,70,989
AL092020,Isaias,2020-08-01 18:00:00,TS,,24.8,-78.3,60,993
AL102020,Ten,2020-08-01 18:00:00,TD,,19.0,-23.0,25,1009
AL092020,Isaias,2020-08-02 00:00:00,TS,,25.3,-78.9,60,995
AL092020,Isaias,2020-08-02 06:00:00,TS,,25.9,-79.2,55,996
AL092020,Isaias,2020-08-02 12:00:00,TS,,26.6,-79.5,55,995
AL092020,Isaias,2020-08-02 18:00:00,TS,,27.4,-79.6,60,995
AL092020,Isaias,2020-08-03 00:00:00,TS,,28.2,-79.7,60,995
AL092020,Isaias,2020-08-03 06:00:00,TS,,29.1,-79.9,60,995
AL092020,Isaias,2020-08-03 12:00:00,TS,,30.1,-80.0,60,995
AL092020,Isaias,2020-08-03 18:00:00,HU,,31.2,-79.7,65,991
AL092020,Isaias,2020-08-04 00:00:00,HU,,32.8,-79.1,80,986
AL092020,Isaias,2020-08-04 03:10:00,HU,L,33.9,-78.5,80,986
AL092020,Isaias,2020-08-04 06:00:00,TS,,35.0,-78.1,60,992
AL092020,Isaias,2020-08-04 12:00:00,TS,,37.7,-76.8,60,993
AL092020,Isaias,2020-08-04 18:00:00,TS,,40.9,-75.1,55,994
AL112020,Josephine,2020-08-11 06:00:00,TD,,11.4,-36.8,30,1008
AL112020,Josephine,2020-08-11 12:00:00,TD,,11.5,-38.2,30,1008
AL112020,Josephine,2020-08-11 18:00:00,TD,,11.7,-39.6,30,1008
AL112020,Josephine,2020-08-12 00:00:00,TD,,11.9,-41.0,30,1008
AL112020,Josephine,2020-08-12 06:00:00,TD,,12.0,-42.3,30,1008
AL112020,Josephine,2020-08-12 12:00:00,TD,,12.1,-43.7,30,1007
AL112020,Josephine,2020-08-12 18:00:00,TD,,12.2,-44.9,30,1007
AL112020,Josephine,2020-08-13 00:00:00,TD,,12.4,-46.1,30,1007
AL112020,Josephine,2020-08-13 06:00:00,TD,,12.7,-47.3,30,1007
AL112020,Josephine,2020-08-13 12:00:00,TS,,13.4,-48.6,40,1005
AL112020,Josephine,2020-08-13 18:00:00,TS,,14.0,-50.0,40,1005
AL112020,Josephine,2020-08-14 00:00:00,TS,,14.5,-51.3,35,1005
AL112020,Josephine,2020-08-14 06:00:00,TS,,15.1,-52.8,35,1005
AL112020,Josephine,2020-08-14 12:00:00,TS,,16.2,-54.2,35,1005
AL122020,Kyle,2020-08-14 12:00:00,TS,,36.6,-74.2,35,1008
AL112020,Josephine,2020-08-14 18:00:00,TS,,17.4,-55.6,40,1004
AL122020,Kyle,2020-08-14 18:00:00,TS,,37.4,-72.6,35,1007
AL112020,Josephine,2020-08-15 00:00:00,TS,,18.0,-56.9,40,1004
AL122020,Kyle,2020-08-15 00:00:00,TS,,38.0,-71.0,40,1005
AL112020,Josephine,2020-08-15 06:00:00,TS,,18.4,-58.3,40,1005
AL122020,Kyle,2020-08-15 06:00:00,TS,,38.4,-69.1,45,1003
AL112020,Josephine,2020-08-15 12:00:00,TS,,18.8,-59.7,35,1007
AL122020,Kyle,2020-08-15 12:00:00,TS,,38.8,-66.7,45,1000
AL112020,Josephine,2020-08-15 18:00:00,TS,,19.6,-60.9,35,1009
AL122020,Kyle,2020-08-15 18:00:00,TS,,39.3,-64.2,40,1001
AL112020,Josephine,2020-08-16 00:00:00,TS,,19.8,-62.1,35,1009
AL112020,Josephine,2020-08-16 06:00:00,TD,,20.0,-63.4,30,1010
AL112020,Josephine,2020-08-16 12:00:00,TD,,20.2,-64.5,30,1010
AL132020,Laura,2020-08-20 00:00:00,TD,,14.4,-47.3,30,1008
AL132020,Laura,2020-08-20 06:00:00,TD,,15.4,-49.6,30,1008
AL132020,Laura,2020-08-20 12:00:00,TD,,16.1,-51.6,30,1008
AL132020,Laura,2020-08-20 18:00:00,TD,,16.6,-53.4,30,1008
AL132020,Laura,2020-08-21 00:00:00,TD,,16.8,-55.5,30,1008
AL132020,Laura,2020-08-21 06:00:00,TD,,16.9,-57.5,30,1008
AL142020,Marco,2020-08-21 06:00:00,TD,,15.3,-82.9,30,1007
AL132020,Laura,2020-08-21 12:00:00,TS,,17.0,-59.4,40,1008
AL142020,Marco,2020-08-21 12:00:00,TD,,16.3,-83.7,30,1008
AL132020,Laura,2020-08-21 18:00:00,TS,,17.1,-61.1,40,1007
AL142020,Marco,2020-08-21 18:00:00,TD,,17.4,-84.2,30,1007
AL132020,Laura,2020-08-21 20:30:00,TS,L,17.1,-61.8,40,1007
AL132020,Laura,2020-08-21 23:30:00,TS,L,17.1,-62.6,40,1007
AL132020,Laura,2020-08-22 00:00:00,TS,,17.1,-62.8,40,1007
AL142020,Marco,2020-08-22 00:00:00,TS,,18.3,-84.6,35,1006
AL132020,Laura,2020-08-22 06:00:00,TS,,17.4,-64.4,40,1007
AL142020,Marco,2020-08-22 06:00:00,TS,,19.2,-85.1,40,1004
AL132020,Laura,2020-08-22 12:00:00,TS,,17.7,-65.9,45,1006
AL142020,Marco,2020-08-22 12:00:00,TS,,20.3,-85.2,55,993
AL132020,Laura,2020-08-22 18:00:00,TS,,17.9,-67.4,45,1004
AL142020,Marco,2020-08-22 18:00:00,TS,,21.3,-85.5,55,992
AL132020,Laura,2020-08-23 00:00:00,TS,,18.2,-68.8,45,1004
AL142020,Marco,2020-08-23 00:00:00,TS,,22.2,-86.1,55,994
AL132020,Laura,2020-08-23 04:30:00,TS,L,18.4,-70.0,45,1004
AL132020,Laura,2020-08-23 06:00:00,TS,,18.5,-70.3,45,1004
AL142020,Marco,2020-08-23 06:00:00,TS,,23.2,-86.7,60,994
AL132020,Laura,2020-08-23 12:00:00,TS,,18.8,-72.3,45,1004
AL142020,Marco,2020-08-23 12:00:00,HU,,24.3,-87.2,65,991
AL132020,Laura,2020-08-23 18:00:00,TS,,19.4,-74.3,55,1002
AL142020,Marco,2020-08-23 18:00:00,HU,,25.3,-87.4,65,992
AL132020,Laura,2020-08-24 00:00:00,TS,,19.8,-76.0,55,1000
AL142020,Marco,2020-08-24 00:00:00,TS,,26.4,-87.6,55,997
AL132020,Laura,2020-08-24 02:00:00,TS,L,20.0,-76.6,55,1000
AL132020,Laura,2020-08-24 06:00:00,TS,,20.2,-77.8,50,1000
AL142020,Marco,2020-08-24 06:00:00,TS,,27.3,-87.9,50,1003
AL132020,Laura,2020-08-24 12:00:00,TS,,20.8,-79.7,50,1002
AL142020,Marco,2020-08-24 12:00:00,TS,,28.1,-88.3,45,1006
AL132020,Laura,2020-08-24 18:00:00,TS,,21.5,-81.5,50,1001
AL142020,Marco,2020-08-24 18:00:00,TS,,28.7,-88.6,40,1007
AL132020,Laura,2020-08-25 00:00:00,TS,L,22.3,-83.3,55,998
AL142020,Marco,2020-08-25 00:00:00,TS,,28.9,-89.3,35,1006
AL132020,Laura,2020-08-25 06:00:00,TS,,22.8,-84.8,60,995
AL132020,Laura,2020-08-25 12:00:00,HU,,23.4,-86.2,65,990
AL132020,Laura,2020-08-25 18:00:00,HU,,24.1,-87.5,70,990
AL132020,Laura,2020-08-26 00:00:00,HU,,24.9,-88.9,75,983
AL132020,Laura,2020-08-26 06:00:00,HU,,25.6,-90.2,90,978
AL132020,Laura,2020-08-26 12:00:00,HU,,26.4,-91.4,100,963
AL132020,Laura,2020-08-26 18:00:00,HU,,27.3,-92.5,120,952
AL132020,Laura,2020-08-27 00:00:00,HU,,28.5,-93.0,130,937
AL132020,Laura,2020-08-27 06:00:00,HU,L,29.8,-93.3,130,939
AL132020,Laura,2020-08-27 12:00:00,HU,,31.2,-93.3,85,970
AL132020,Laura,2020-08-27 18:00:00,TS,,32.8,-92.9,55,988
AL132020,Laura,2020-08-28 00:00:00,TS,,34.4,-92.5,35,993
AL132020,Laura,2020-08-28 06:00:00,TD,,35.4,-92.0,25,998
AL132020,Laura,2020-08-28 12:00:00,TD,,36.1,-91.2,25,1000
AL132020,Laura,2020-08-28 18:00:00,TD,,37.0,-90.0,25,1003
AL132020,Laura,2020-08-29 00:00:00,TD,,37.5,-88.0,25,1004
AL152020,Omar,2020-08-31 06:00:00,TD,,30.6,-78.2,30,1009
AL152020,Omar,2020-08-31 12:00:00,TD,,31.5,-77.4,30,1009
AL152020,Omar,2020-08-31 18:00:00,TD,,32.2,-76.9,30,1008
AL152020,Omar,2020-09-01 00:00:00,TD,,32.9,-76.2,30,1007
AL152020,Omar,2020-09-01 06:00:00,TD,,33.8,-75.0,30,1005
AL162020,Nana,2020-09-01 06:00:00,TS,,15.9,-75.2,35,1006
AL152020,Omar,2020-09-01 12:00:00,TS,,34.6,-73.7,35,1003
AL162020,Nana,2020-09-01 12:00:00,TS,,16.3,-76.8,40,1004
AL152020,Omar,2020-09-01 18:00:00,TS,,35.2,-72.2,35,1003
AL162020,Nana,2020-09-01 18:00:00,TS,,16.7,-78.4,50,1002
AL152020,Omar,2020-09-02 00:00:00,TS,,35.8,-70.7,35,1003
AL162020,Nana,2020-09-02 00:00:00,TS,,17.0,-80.1,50,1000
AL152020,Omar,2020-09-02 06:00:00,TS,,36.1,-69.3,35,1003
AL162020,Nana,2020-09-02 06:00:00,TS,,17.0,-81.9,50,998
AL152020,Omar,2020-09-02 12:00:00,TS,,36.2,-68.0,35,1003
AL162020,Nana,2020-09-02 12:00:00,TS,,17.1,-83.7,50,998
AL152020,Omar,2020-09-02 18:00:00,TS,,36.2,-66.4,35,1004
AL162020,Nana,2020-09-02 18:00:00,TS,,17.1,-85.3,50,998
AL152020,Omar,2020-09-03 00:00:00,TD,,36.2,-64.8,30,1005
AL162020,Nana,2020-09-03 00:00:00,TS,,17.0,-86.8,60,994
AL162020,Nana,2020-09-03 03:00:00,HU,I,16.9,-87.5,65,994
AL152020,Omar,2020-09-03 06:00:00,TD,,36.1,-63.0,30,1005
AL162020,Nana,2020-09-03 06:00:00,HU,L,16.8,-88.3,65,994
AL152020,Omar,2020-09-03 12:00:00,TD,,36.1,-61.7,30,1005
AL162020,Nana,2020-09-03 12:00:00,TS,,16.4,-89.6,45,1001
AL152020,Omar,2020-09-03 18:00:00,TD,,35.6,-60.5,30,1005
AL162020,Nana,2020-09-03 18:00:00,TD,,16.1,-90.5,30,1005
AL152020,Omar,2020-09-04 00:00:00,TD,,35.3,-59.5,30,1006
AL152020,Omar,2020-09-04 06:00:00,TD,,35.3,-58.8,30,1006
AL152020,Omar,2020-09-04 12:00:00,TD,,35.3,-58.0,30,1006
AL152020,Omar,2020-09-04 18:00:00,TD,,35.3,-57.5,30,1006
AL152020,Omar,2020-09-05 00:00:00,TD,,35.5,-57.3,30,1007
AL152020,Omar,2020-09-05 06:00:00,TD,,36.0,-57.3,30,1008
AL152020,Omar,2020-09-05 12:00:00,TD,,36.8,-57.3,30,1009
AL172020,Paulette,2020-09-07 00:00:00,TD,,16.9,-41.3,30,1006
AL172020,Paulette,2020-09-07 06:00:00,TD,,17.0,-41.8,30,1006
AL182020,Rene,2020-09-07 06:00:00,TD,,15.2,-19.8,30,1004
AL172020,Paulette,2020-09-07 12:00:00,TS,,17.1,-42.1,35,1005
AL182020,Rene,2020-09-07 12:00:00,TD,,15.6,-20.7,30,1003
AL172020,Paulette,2020-09-07 18:00:00,TS,,17.3,-42.3,35,1005
AL182020,Rene,2020-09-07 18:00:00,TS,,15.9,-21.8,35,1002
AL172020,Paulette,2020-09-08 00:00:00,TS,,17.6,-42.4,40,1004
AL182020,Rene,2020-09-08 00:00:00,TS,,16.1,-22.9,35,1001
AL172020,Paulette,2020-09-08 06:00:00,TS,,17.9,-42.6,45,1000
AL182020,Rene,2020-09-08 06:00:00,TS,,16.3,-24.2,35,1001
AL172020,Paulette,2020-09-08 12:00:00,TS,,18.3,-43.0,50,997
AL182020,Rene,2020-09-08 12:00:00,TS,,16.4,-25.7,35,1001
AL172020,Paulette,2020-09-08 18:00:00,TS,,18.6,-43.7,50,997
AL182020,Rene,2020-09-08 18:00:00,TD,,16.6,-27.1,30,1003
AL172020,Paulette,2020-09-09 00:00:00,TS,,18.9,-44.5,50,997
AL182020,Rene,2020-09-09 00:00:00,TD,,16.8,-28.6,30,1004
AL172020,Paulette,2020-09-09 06:00:00,TS,,19.2,-45.2,50,997
AL182020,Rene,2020-09-09 06:00:00,TD,,17.1,-30.0,30,1004
AL172020,Paulette,2020-09-09 12:00:00,TS,,19.6,-46.0,50,996
AL182020,Rene,2020-09-09 12:00:00,TS,,17.3,-31.2,35,1003
AL172020,Paulette,2020-09-09 18:00:00,TS,,20.0,-46.8,50,996
AL182020,Rene,2020-09-09 18:00:00,TS,,17.6,-32.4,35,1003
AL172020,Paulette,2020-09-10 00:00:00,TS,,20.4,-47.6,50,996
AL182020,Rene,2020-09-10 00:00:00,TS,,17.9,-33.5,35,1003
AL172020,Paulette,2020-09-10 06:00:00,TS,,20.8,-48.3,50,996
AL182020,Rene,2020-09-10 06:00:00,TS,,18.1,-34.4,35,1003
AL172020,Paulette,2020-09-10 12:00:00,TS,,21.3,-48.9,45,998
AL182020,Rene,2020-09-10 12:00:00,TS,,18.4,-35.3,40,1002
AL172020,Paulette,2020-09-10 18:00:00,TS,,21.8,-49.6,45,998
AL182020,Rene,2020-09-10 18:00:00,TS,,18.8,-36.3,40,1002
AL172020,Paulette,2020-09-11 00:00:00,TS,,22.3,-50.3,50,994
AL182020,Rene,2020-09-11 00:00:00,TS,,19.1,-37.2,35,1003
AL172020,Paulette,2020-09-11 06:00:00,TS,,22.8,-51.1,55,991
AL182020,Rene,2020-09-11 06:00:00,TS,,19.5,-38.2,35,1003
AL172020,Paulette,2020-09-11 12:00:00,TS,,23.4,-52.1,55,990
AL182020,Rene,2020-09-11 12:00:00,TS,,19.9,-39.3,35,1004
AL172020,Paulette,2020-09-11 18:00:00,TS,,24.3,-53.1,55,989
AL182020,Rene,2020-09-11 18:00:00,TS,,20.4,-40.6,35,1004
AL192020,Sally,2020-09-11 18:00:00,TD,,25.4,-78.6,30,1007
AL172020,Paulette,2020-09-12 00:00:00,TS,,25.4,-54.3,60,987
AL182020,Rene,2020-09-12 00:00:00,TS,,21.1,-41.8,35,1004
AL192020,Sally,2020-09-12 00:00:00,TD,,25.6,-79.4,30,1004
AL172020,Paulette,2020-09-12 06:00:00,TS,,26.4,-55.6,60,986
AL182020,Rene,2020-09-12 06:00:00,TS,,21.9,-42.9,35,1004
AL192020,Sally,2020-09-12 06:00:00,TD,L,25.6,-80.2,30,1003
AL202020,Teddy,2020-09-12 06:00:00,TD,,11.0,-31.4,25,1007
AL172020,Paulette,2020-09-12 12:00:00,TS,,27.3,-56.7,60,985
AL182020,Rene,2020-09-12 12:00:00,TD,,22.8,-44.0,30,1006
AL192020,Sally,2020-09-12 12:00:00,TS,,25.5,-80.8,35,1003
AL202020,Teddy,2020-09-12 12:00:00,TD,,11.2,-32.4,30,1006
AL172020,Paulette,2020-09-12 18:00:00,TS,,28.0,-57.8,60,984
AL182020,Rene,2020-09-12 18:00:00,TD,,23.7,-45.0,30,1007
AL192020,Sally,2020-09-12 18:00:00,TS,,25.6,-81.6,35,1003
AL202020,Teddy,2020-09-12 18:00:00,TD,,11.4,-33.3,30,1005
AL172020,Paulette,2020-09-13 00:00:00,HU,,28.6,-59.1,65,981
AL182020,Rene,2020-09-13 00:00:00,TD,,24.7,-46.0,30,1008
AL192020,Sally,2020-09-13 00:00:00,TS,,26.0,-82.5,35,1003
AL202020,Teddy,2020-09-13 00:00:00,TD,,11.6,-34.2,30,1005
AL172020,Paulette,2020-09-13 06:00:00,HU,,29.1,-60.3,65,980
AL182020,Rene,2020-09-13 06:00:00,TD,,25.8,-46.9,30,1009
AL192020,Sally,2020-09-13 06:00:00,TS,,26.7,-83.5,45,1001
AL202020,Teddy,2020-09-13 06:00:00,TD,,11.9,-35.1,30,1005
AL172020,Paulette,2020-09-13 12:00:00,HU,,29.6,-61.4,70,976
AL182020,Rene,2020-09-13 12:00:00,TD,,26.7,-47.3,30,1009
AL192020,Sally,2020-09-13 12:00:00,TS,,27.2,-84.5,50,996
AL202020,Teddy,2020-09-13 12:00:00,TD,,12.2,-36.2,30,1006
AL172020,Paulette,2020-09-13 18:00:00,HU,,30.2,-62.6,75,974
AL182020,Rene,2020-09-13 18:00:00,TD,,27.4,-47.5,25,1009
AL192020,Sally,2020-09-13 18:00:00,TS,,27.6,-85.4,50,996
AL202020,Teddy,2020-09-13 18:00:00,TD,,12.6,-37.4,30,1006
AL172020,Paulette,2020-09-14 00:00:00,HU,,30.9,-63.6,75,974
AL182020,Rene,2020-09-14 00:00:00,TD,,27.5,-47.8,25,1009
AL192020,Sally,2020-09-14 00:00:00,TS,,27.9,-86.0,50,996
AL202020,Teddy,2020-09-14 00:00:00,TS,,12.9,-38.7,35,1004
AL212020,Vicky,2020-09-14 00:00:00,TD,,17.5,-28.2,30,1008
AL172020,Paulette,2020-09-14 06:00:00,HU,,31.8,-64.4,80,973
AL182020,Rene,2020-09-14 06:00:00,TD,,27.6,-48.0,25,1009
AL192020,Sally,2020-09-14 06:00:00,TS,,28.2,-86.5,55,996
AL202020,Teddy,2020-09-14 06:00:00,TS,,12.9,-40.4,35,1004
AL212020,Vicky,2020-09-14 06:00:00,TS,,18.0,-28.3,35,1006
