storm_id,storm_name,observation_time,status,record_identifier,latitude,longitude,maximum_sustained_wind_knots,minimum_central_pressure_mb
AL072025,Gabrielle,2025-09-21 00:00:00,TS,,25.9,-59.0,55,996
AL072025,Gabrielle,2025-09-21 06:00:00,TS,,26.6,-59.8,55,995
AL072025,Gabrielle,2025-09-21 12:00:00,TS,,27.3,-60.7,60,995
AL072025,Gabrielle,2025-09-21 18:00:00,HU,,28.1,-61.5,65,993
AL072025,Gabrielle,2025-09-22 00:00:00,HU,,28.9,-62.1,70,985
AL072025,Gabrielle,2025-09-22 06:00:00,HU,,29.6,-62.5,80,977
AL072025,Gabrielle,2025-09-22 12:00:00,HU,,30.4,-62.5,100,958
AL072025,Gabrielle,2025-09-22 18:00:00,HU,,31.3,-62.1,115,951
AL072025,Gabrielle,2025-09-23 00:00:00,HU,,32.1,-61.4,120,944
AL072025,Gabrielle,2025-09-23 06:00:00,HU,,32.8,-60.4,120,945
AL072025,Gabrielle,2025-09-23 12:00:00,HU,,33.5,-59.2,120,946
AL072025,Gabrielle,2025-09-23 18:00:00,HU,,34.3,-57.4,115,947
AL072025,Gabrielle,2025-09-24 00:00:00,HU,,34.9,-55.2,110,953
AL072025,Gabrielle,2025-09-24 06:00:00,HU,,35.4,-52.8,100,958
AL072025,Gabrielle,2025-09-24 12:00:00,HU,,35.8,-50.2,90,965
AL082025,Humberto,2025-09-24 12:00:00,TS,,19.1,-53.6,35,1008
AL072025,Gabrielle,2025-09-24 18:00:00,HU,,35.9,-47.2,85,970
AL082025,Humberto,2025-09-24 18:00:00,TS,,19.8,-54.5,35,1008
AL072025,Gabrielle,2025-09-25 00:00:00,HU,,35.9,-44.0,75,974
AL082025,Humberto,2025-09-25 00:00:00,TS,,20.4,-55.4,40,1007
AL072025,Gabrielle,2025-09-25 06:00:00,HU,,36.1,-40.2,70,976
AL082025,Humberto,2025-09-25 06:00:00,TS,,20.9,-56.2,45,1006
AL072025,Gabrielle,2025-09-25 12:00:00,HU,,36.4,-36.7,65,979
AL082025,Humberto,2025-09-25 12:00:00,TS,,21.3,-56.5,50,1002
AL082025,Humberto,2025-09-25 18:00:00,TS,,21.5,-56.7,55,998
AL082025,Humberto,2025-09-26 00:00:00,TS,,21.7,-56.9,60,993
AL082025,Humberto,2025-09-26 06:00:00,HU,,21.9,-57.0,70,984
AL082025,Humberto,2025-09-26 12:00:00,HU,,22.1,-57.4,80,978
AL082025,Humberto,2025-09-26 18:00:00,HU,,22.2,-57.8,95,966
AL082025,Humberto,2025-09-27 00:00:00,HU,,22.1,-58.4,115,949
AL082025,Humberto,2025-09-27 06:00:00,HU,,22.2,-58.9,125,938
AL082025,Humberto,2025-09-27 12:00:00,HU,,22.5,-59.7,130,932
AL082025,Humberto,2025-09-27 18:00:00,HU,,22.7,-60.7,140,919
AL082025,Humberto,2025-09-28 00:00:00,HU,,23.1,-61.6,140,918
AL092025,Imelda,2025-09-28 00:00:00,TD,,22.4,-76.7,30,1004
AL082025,Humberto,2025-09-28 06:00:00,HU,,23.7,-62.7,135,921
AL092025,Imelda,2025-09-28 06:00:00,TD,,22.7,-77.1,30,1003
AL082025,Humberto,2025-09-28 12:00:00,HU,,24.2,-63.8,125,926
AL092025,Imelda,2025-09-28 12:00:00,TD,,23.1,-77.4,30,1001
AL082025,Humberto,2025-09-28 18:00:00,HU,,25.1,-64.8,125,926
AL092025,Imelda,2025-09-28 18:00:00,TS,,23.8,-77.3,35,998
AL082025,Humberto,2025-09-29 00:00:00,HU,,25.8,-65.8,120,928
AL092025,Imelda,2025-09-29 00:00:00,TS,,24.6,-77.1,35,997
AL082025,Humberto,2025-09-29 06:00:00,HU,,26.7,-66.6,120,933
AL092025,Imelda,2025-09-29 06:00:00,TS,,25.3,-77.1,40,995
AL082025,Humberto,2025-09-29 12:00:00,HU,,27.5,-67.3,125,938
AL092025,Imelda,2025-09-29 12:00:00,TS,L,26.4,-77.1,45,989
AL082025,Humberto,2025-09-29 18:00:00,HU,,28.5,-67.9,115,948
AL092025,Imelda,2025-09-29 18:00:00,TS,,27.3,-77.3,50,987
AL082025,Humberto,2025-09-30 00:00:00,HU,,29.5,-68.6,100,961
AL092025,Imelda,2025-09-30 00:00:00,TS,,28.0,-77.3,55,985
AL082025,Humberto,2025-09-30 06:00:00,HU,,31.0,-69.4,90,967
AL092025,Imelda,2025-09-30 06:00:00,TS,,28.6,-77.2,55,983
AL082025,Humberto,2025-09-30 12:00:00,HU,,32.5,-69.8,70,977
AL092025,Imelda,2025-09-30 12:00:00,HU,,28.9,-76.9,65,981
AL082025,Humberto,2025-09-30 18:00:00,HU,,33.5,-69.9,70,979
AL092025,Imelda,2025-09-30 18:00:00,HU,,29.2,-76.0,70,979
AL082025,Humberto,2025-10-01 00:00:00,HU,,34.6,-69.0,70,979
AL092025,Imelda,2025-10-01 00:00:00,HU,,29.4,-74.8,70,977
AL082025,Humberto,2025-10-01 06:00:00,HU,,35.7,-67.5,70,979
AL092025,Imelda,2025-10-01 06:00:00,HU,,29.9,-73.1,75,973
AL092025,Imelda,2025-10-01 12:00:00,HU,,30.7,-71.4,80,968
AL092025,Imelda,2025-10-01 18:00:00,HU,,31.2,-69.2,80,966
AL092025,Imelda,2025-10-02 00:00:00,HU,,31.8,-66.4,80,971
AL092025,Imelda,2025-10-02 06:00:00,HU,,32.6,-63.2,80,974
AL102025,Jerry,2025-10-07 06:00:00,TS,,11.0,-41.3,35,1007
AL102025,Jerry,2025-10-07 12:00:00,TS,,11.4,-43.6,40,1006
AL102025,Jerry,2025-10-07 18:00:00,TS,,11.9,-45.7,40,1005
AL102025,Jerry,2025-10-08 00:00:00,TS,,12.4,-47.9,45,1004
AL102025,Jerry,2025-10-08 06:00:00,TS,,12.9,-49.9,45,1003
AL102025,Jerry,2025-10-08 12:00:00,TS,,13.6,-51.9,55,1002
AL102025,Jerry,2025-10-08 18:00:00,TS,,14.3,-53.8,55,1000
AL102025,Jerry,2025-10-09 00:00:00,TS,,15.0,-55.5,55,1000
AL102025,Jerry,2025-10-09 06:00:00,TS,,15.4,-57.2,55,1001
AL102025,Jerry,2025-10-09 12:00:00,TS,,16.0,-58.6,50,1002
AL112025,Karen,2025-10-09 12:00:00,SS,,43.5,-34.8,40,998
AL102025,Jerry,2025-10-09 18:00:00,TS,,16.7,-60.0,50,1004
AL112025,Karen,2025-10-09 18:00:00,SS,,43.9,-34.2,40,998
AL102025,Jerry,2025-10-10 00:00:00,TS,,17.6,-61.1,50,1006
AL112025,Karen,2025-10-10 00:00:00,SS,,44.4,-33.5,40,998
AL102025,Jerry,2025-10-10 06:00:00,TS,,18.6,-62.2,50,1006
AL112025,Karen,2025-10-10 06:00:00,SS,,45.0,-32.6,40,998
AL102025,Jerry,2025-10-10 12:00:00,TS,,19.7,-63.1,50,1006
AL112025,Karen,2025-10-10 12:00:00,SS,,45.7,-31.5,40,998
AL102025,Jerry,2025-10-10 18:00:00,TS,,20.9,-63.6,50,1006
AL112025,Karen,2025-10-10 18:00:00,SS,,46.8,-30.6,35,1000
AL102025,Jerry,2025-10-11 00:00:00,TS,,22.4,-63.7,50,1006
AL102025,Jerry,2025-10-11 06:00:00,TS,,23.9,-63.7,45,1006
AL102025,Jerry,2025-10-11 12:00:00,TS,,25.2,-63.3,45,1006
AL122025,Lorenzo,2025-10-13 06:00:00,TS,,13.8,-39.7,40,1005
AL122025,Lorenzo,2025-10-13 12:00:00,TS,,14.4,-40.6,45,1003
AL122025,Lorenzo,2025-10-13 18:00:00,TS,,15.0,-41.5,45,1002
AL122025,Lorenzo,2025-10-14 00:00:00,TS,,15.8,-42.4,50,1000
AL122025,Lorenzo,2025-10-14 06:00:00,TS,,16.9,-43.6,50,1000
AL122025,Lorenzo,2025-10-14 12:00:00,TS,,17.6,-44.7,40,1004
AL122025,Lorenzo,2025-10-14 18:00:00,TS,,18.3,-45.3,35,1005
AL122025,Lorenzo,2025-10-15 00:00:00,TS,,19.2,-45.5,35,1005
AL122025,Lorenzo,2025-10-15 06:00:00,TS,,20.1,-45.3,35,1004
AL122025,Lorenzo,2025-10-15 12:00:00,TS,,21.1,-44.5,35,1004
AL132025,Melissa,2025-10-21 06:00:00,TS,,14.0,-70.0,40,1003
AL132025,Melissa,2025-10-21 12:00:00,TS,,14.0,-71.4,45,1003
AL132025,Melissa,2025-10-21 18:00:00,TS,,14.0,-72.4,45,1003
AL132025,Melissa,2025-10-22 00:00:00,TS,,14.1,-73.3,45,1003
AL132025,Melissa,2025-10-22 06:00:00,TS,,14.2,-73.5,45,1002
AL132025,Melissa,2025-10-22 12:00:00,TS,,14.3,-73.7,45,1002
AL132025,Melissa,2025-10-22 18:00:00,TS,,14.3,-74.1,45,1002
AL132025,Melissa,2025-10-23 00:00:00,TS,,14.3,-74.5,45,1002
AL132025,Melissa,2025-10-23 06:00:00,TS,,14.7,-74.8,40,1003
AL132025,Melissa,2025-10-23 12:00:00,TS,,15.2,-75.0,40,1003
AL132025,Melissa,2025-10-23 18:00:00,TS,,15.5,-75.3,40,1002
AL132025,Melissa,2025-10-24 00:00:00,TS,,15.7,-75.5,40,1002
AL132025,Melissa,2025-10-24 06:00:00,TS,,15.8,-75.3,40,1002
AL132025,Melissa,2025-10-24 12:00:00,TS,,15.9,-75.1,45,1000
AL132025,Melissa,2025-10-24 18:00:00,TS,,15.9,-74.8,50,997
AL132025,Melissa,2025-10-25 00:00:00,TS,,16.1,-74.7,55,993
AL132025,Melissa,2025-10-25 06:00:00,TS,,16.3,-74.7,60,986
AL132025,Melissa,2025-10-25 12:00:00,TS,,16.4,-74.9,60,984
AL132025,Melissa,2025-10-25 18:00:00,HU,,16.4,-75.3,75,976
AL132025,Melissa,2025-10-26 00:00:00,HU,,16.4,-75.7,90,971
AL132025,Melissa,2025-10-26 06:00:00,HU,,16.3,-76.0,105,958
AL132025,Melissa,2025-10-26 12:00:00,HU,,16.3,-76.4,115,952
AL132025,Melissa,2025-10-26 18:00:00,HU,,16.3,-76.9,120,944
AL132025,Melissa,2025-10-27 00:00:00,HU,,16.3,-77.3,125,934
AL132025,Melissa,2025-10-27 06:00:00,HU,,16.3,-77.7,135,923
AL132025,Melissa,2025-10-27 12:00:00,HU,,16.3,-78.0,145,912
AL132025,Melissa,2025-10-27 18:00:00,HU,,16.4,-78.3,155,906
AL132025,Melissa,2025-10-28 00:00:00,HU,,16.5,-78.6,155,909
AL132025,Melissa,2025-10-28 06:00:00,HU,,16.9,-78.4,155,900
AL132025,Melissa,2025-10-28 12:00:00,HU,,17.5,-78.1,165,892
AL132025,Melissa,2025-10-28 17:25:00,HU,L,18.1,-78.0,160,897
AL132025,Melissa,2025-10-28 18:00:00,HU,,18.2,-78.0,145,910
AL132025,Melissa,2025-10-29 00:00:00,HU,,18.8,-77.1,105,953
AL132025,Melissa,2025-10-29 06:00:00,HU,,19.7,-76.4,105,952
AL132025,Melissa,2025-10-29 07:20:00,HU,L,20.0,-76.2,100,954
AL132025,Melissa,2025-10-29 12:00:00,HU,,20.9,-75.8,85,968
AL132025,Melissa,2025-10-29 18:00:00,HU,,22.1,-75.4,80,972
AL132025,Melissa,2025-10-29 22:15:00,HU,L,23.1,-75.0,80,972
AL132025,Melissa,2025-10-30 00:00:00,HU,,23.5,-74.8,80,970
AL132025,Melissa,2025-10-30 02:00:00,HU,L,24.0,-74.5,80,970
AL132025,Melissa,2025-10-30 06:00:00,HU,,25.0,-73.8,85,968
AL132025,Melissa,2025-10-30 12:00:00,HU,,26.7,-72.7,90,965
AL132025,Melissa,2025-10-30 18:00:00,HU,,28.9,-70.9,85,967
AL132025,Melissa,2025-10-31 00:00:00,HU,,31.3,-68.7,80,970
AL132025,Melissa,2025-10-31 06:00:00,HU,,34.5,-65.5,75,972
